חודש,ריבית,אינפלציה,קרן תחילת תקופה,תשלום חודשי,"ע""ח קרן","ע""ח ריבית",הצמדה לקרן,הצמדה לריבית,פרעון מוקדם,קרן סוף תקופה
39,4.20%,0.00%,83783,750,457,293,0,0,0,83327
40,4.20%,0.00%,83327,750,458,292,0,0,0,82869
41,4.20%,0.00%,82869,750,460,290,0,0,0,82409
42,4.20%,0.00%,82409,750,461,288,0,0,0,81948
43,4.20%,0.00%,81948,750,463,287,0,0,0,81485
44,4.20%,0.00%,81485,750,465,285,0,0,0,81020
45,4.20%,0.00%,81020,750,466,284,0,0,0,80554
46,4.20%,0.00%,80554,750,468,282,0,0,0,80086
47,4.20%,0.00%,80086,750,469,280,0,0,0,79617
48,4.20%,0.00%,79617,750,471,279,0,0,0,79146
49,4.20%,0.00%,79146,750,473,277,0,0,0,78673
50,4.20%,0.00%,78673,750,474,275,0,0,0,78198
51,4.20%,0.00%,78198,750,476,274,0,0,0,77722
52,4.20%,0.00%,77722,750,478,272,0,0,0,77245
53,4.20%,0.00%,77245,750,479,270,0,0,0,76765
54,4.20%,0.00%,76765,750,481,269,0,0,0,76284
55,4.20%,0.00%,76284,750,483,267,0,0,0,75801
56,4.20%,0.00%,75801,750,484,265,0,0,0,75317
57,4.20%,0.00%,75317,750,486,264,0,0,0,74831
58,4.20%,0.00%,74831,750,488,262,0,0,0,74343
59,4.20%,0.00%,74343,750,490,260,0,0,0,73854
60,4.20%,0.00%,73854,750,491,258,0,0,0,73362
61,4.20%,0.00%,73362,750,493,257,0,0,0,72869
62,4.20%,0.00%,72869,750,495,255,0,0,0,72375
63,4.20%,0.00%,72375,750,496,253,0,0,0,71878
64,4.20%,0.00%,71878,750,498,252,0,0,0,71380
65,4.20%,0.00%,71380,750,500,250,0,0,0,70880
66,4.20%,0.00%,70880,750,502,248,0,0,0,70378
67,4.20%,0.00%,70378,750,503,246,0,0,0,69875
68,4.20%,0.00%,69875,750,505,245,0,0,0,69370
69,4.20%,0.00%,69370,750,507,243,0,0,0,68863
70,4.20%,0.00%,68863,750,509,241,0,0,0,68354
71,4.20%,0.00%,68354,750,511,239,0,0,0,67844
72,4.20%,0.00%,67844,750,512,237,0,0,0,67331
73,4.20%,0.00%,67331,750,514,236,0,0,0,66817
74,4.20%,0.00%,66817,750,516,234,0,0,0,66301
75,4.20%,0.00%,66301,750,518,232,0,0,0,65784
76,4.20%,0.00%,65784,750,520,230,0,0,0,65264
77,4.20%,0.00%,65264,750,521,228,0,0,0,64743
78,4.20%,0.00%,64743,750,523,227,0,0,0,64220
79,4.20%,0.00%,64220,750,525,225,0,0,0,63695
80,4.20%,0.00%,63695,750,527,223,0,0,0,63168
81,4.20%,0.00%,63168,750,529,221,0,0,0,62639
82,4.20%,0.00%,62639,750,531,219,0,0,0,62109
83,4.20%,0.00%,62109,750,532,217,0,0,0,61576
84,4.20%,0.00%,61576,750,534,216,0,0,0,61042
85,4.20%,0.00%,61042,750,536,214,0,0,0,60506
86,4.20%,0.00%,60506,750,538,212,0,0,0,59968
87,4.20%,0.00%,59968,750,540,210,0,0,0,59428
88,4.20%,0.00%,59428,750,542,208,0,0,0,58886
89,4.20%,0.00%,58886,750,544,206,0,0,0,58343
90,4.20%,0.00%,58343,750,546,204,0,0,0,57797
91,4.20%,0.00%,57797,750,547,202,0,0,0,57250
92,4.20%,0.00%,57250,750,549,200,0,0,0,56700
93,4.20%,0.00%,56700,750,551,198,0,0,0,56149
94,4.20%,0.00%,56149,750,553,197,0,0,0,55596
95,4.20%,0.00%,55596,750,555,195,0,0,0,55041
96,4.20%,0.00%,55041,750,557,193,0,0,0,54483
97,4.20%,0.00%,54483,750,559,191,0,0,0,53924
98,4.20%,0.00%,53924,750,561,189,0,0,0,53363
99,4.20%,0.00%,53363,750,563,187,0,0,0,52800
100,4.20%,0.00%,52800,750,565,185,0,0,0,52235
101,4.20%,0.00%,52235,750,567,183,0,0,0,51669
102,4.20%,0.00%,51669,750,569,181,0,0,0,51100
103,4.20%,0.00%,51100,750,571,179,0,0,0,50529
104,4.20%,0.00%,50529,750,573,177,0,0,0,49956
105,4.20%,0.00%,49956,750,575,175,0,0,0,49381
106,4.20%,0.00%,49381,750,577,173,0,0,0,48804
107,4.20%,0.00%,48804,750,579,171,0,0,0,48225
108,4.20%,0.00%,48225,750,581,169,0,0,0,47644
109,4.20%,0.00%,47644,750,583,167,0,0,0,47061
110,4.20%,0.00%,47061,750,585,165,0,0,0,46476
111,4.20%,0.00%,46476,750,587,163,0,0,0,45889
112,4.20%,0.00%,45889,750,589,161,0,0,0,45300
113,4.20%,0.00%,45300,750,591,159,0,0,0,44709
114,4.20%,0.00%,44709,750,593,156,0,0,0,44115
115,4.20%,0.00%,44115,750,595,154,0,0,0,43520
116,4.20%,0.00%,43520,750,597,152,0,0,0,42923
117,4.20%,0.00%,42923,750,600,150,0,0,0,42323
118,4.20%,0.00%,42323,750,602,148,0,0,0,41721
119,4.20%,0.00%,41721,750,604,146,0,0,0,41118
120,4.20%,0.00%,41118,750,606,144,0,0,0,40512
121,4.20%,0.00%,40512,750,608,142,0,0,0,39904
122,4.20%,0.00%,39904,750,610,140,0,0,0,39294
123,4.20%,0.00%,39294,750,612,138,0,0,0,38682
124,4.20%,0.00%,38682,750,614,135,0,0,0,38067
125,4.20%,0.00%,38067,750,617,133,0,0,0,37451
126,4.20%,0.00%,37451,750,619,131,0,0,0,36832
127,4.20%,0.00%,36832,750,621,129,0,0,0,36211
128,4.20%,0.00%,36211,750,623,127,0,0,0,35588
129,4.20%,0.00%,35588,750,625,125,0,0,0,34963
130,4.20%,0.00%,34963,750,627,122,0,0,0,34336
131,4.20%,0.00%,34336,750,630,120,0,0,0,33706
132,4.20%,0.00%,33706,750,632,118,0,0,0,33074
133,4.20%,0.00%,33074,750,634,116,0,0,0,32440
134,4.20%,0.00%,32440,750,636,114,0,0,0,31804
135,4.20%,0.00%,31804,750,638,111,0,0,0,31166
136,4.20%,0.00%,31166,750,641,109,0,0,0,30525
137,4.20%,0.00%,30525,750,643,107,0,0,0,29882
138,4.20%,0.00%,29882,750,645,105,0,0,0,29237
139,4.20%,0.00%,29237,750,647,102,0,0,0,28590
140,4.20%,0.00%,28590,750,650,100,0,0,0,27940
141,4.20%,0.00%,27940,750,652,98,0,0,0,27288
142,4.20%,0.00%,27288,750,654,96,0,0,0,26634
143,4.20%,0.00%,26634,750,657,93,0,0,0,25977
144,4.20%,0.00%,25977,750,659,91,0,0,0,25318
145,4.20%,0.00%,25318,750,661,89,0,0,0,24657
146,4.20%,0.00%,24657,750,663,86,0,0,0,23994
147,4.20%,0.00%,23994,750,666,84,0,0,0,23328
148,4.20%,0.00%,23328,750,668,82,0,0,0,22660
149,4.20%,0.00%,22660,750,670,79,0,0,0,21989
150,4.20%,0.00%,21989,750,673,77,0,0,0,21317
151,4.20%,0.00%,21317,750,675,75,0,0,0,20641
152,4.20%,0.00%,20641,750,678,72,0,0,0,19964
153,4.20%,0.00%,19964,750,680,70,0,0,0,19284
154,4.20%,0.00%,19284,750,682,67,0,0,0,18602
155,4.20%,0.00%,18602,750,685,65,0,0,0,17917
156,4.20%,0.00%,17917,750,687,63,0,0,0,17230
157,4.20%,0.00%,17230,750,689,60,0,0,0,16541
158,4.20%,0.00%,16541,750,692,58,0,0,0,15849
159,4.20%,0.00%,15849,750,694,55,0,0,0,15155
160,4.20%,0.00%,15155,750,697,53,0,0,0,14458
161,4.20%,0.00%,14458,750,699,51,0,0,0,13759
162,4.20%,0.00%,13759,750,702,48,0,0,0,13057
163,4.20%,0.00%,13057,750,704,46,0,0,0,12353
164,4.20%,0.00%,12353,750,707,43,0,0,0,11646
165,4.20%,0.00%,11646,750,709,41,0,0,0,10938
166,4.20%,0.00%,10938,750,711,38,0,0,0,10226
167,4.20%,0.00%,10226,750,714,36,0,0,0,9512
168,4.20%,0.00%,9512,750,716,33,0,0,0,8796
169,4.20%,0.00%,8796,750,719,31,0,0,0,8077
170,4.20%,0.00%,8077,750,721,28,0,0,0,7355
171,4.20%,0.00%,7355,750,724,26,0,0,0,6631
172,4.20%,0.00%,6631,750,727,23,0,0,0,5905
173,4.20%,0.00%,5905,750,729,21,0,0,0,5176
174,4.20%,0.00%,5176,750,732,18,0,0,0,4444
175,4.20%,0.00%,4444,750,734,16,0,0,0,3710
176,4.20%,0.00%,3710,750,737,13,0,0,0,2973
177,4.20%,0.00%,2973,750,739,10,0,0,0,2234
178,4.20%,0.00%,2234,750,742,8,0,0,0,1492
179,4.20%,0.00%,1492,750,745,5,0,0,0,747
180,4.20%,0.00%,747,750,747,3,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
