חודש,ריבית,אינפלציה,קרן תחילת תקופה,תשלום חודשי,"ע""ח קרן","ע""ח ריבית",הצמדה לקרן,הצמדה לריבית,פרעון מוקדם,קרן סוף תקופה
38,4.00%,0.00%,73305,1012,768,244,0,0,0,72537
39,4.00%,0.00%,72537,1012,771,242,0,0,0,71766
40,4.00%,0.00%,71766,1012,773,239,0,0,0,70993
41,4.00%,0.00%,70993,1012,776,237,0,0,0,70217
42,4.00%,0.00%,70217,1012,778,234,0,0,0,69438
43,4.00%,0.00%,69438,1012,781,231,0,0,0,68657
44,4.00%,0.00%,68657,1012,784,229,0,0,0,67874
45,4.00%,0.00%,67874,1012,786,226,0,0,0,67088
46,4.00%,0.00%,67088,1012,789,224,0,0,0,66299
47,4.00%,0.00%,66299,1012,791,221,0,0,0,65507
48,4.00%,0.00%,65507,1012,794,218,0,0,0,64713
49,4.00%,0.00%,64713,1012,797,216,0,0,0,63917
50,4.00%,0.00%,63917,1012,799,213,0,0,0,63117
51,4.00%,0.00%,63117,1012,802,210,0,0,0,62315
52,4.00%,0.00%,62315,1012,805,208,0,0,0,61510
53,4.00%,0.00%,61510,1012,807,205,0,0,0,60703
54,4.00%,0.00%,60703,1012,810,202,0,0,0,59893
55,4.00%,0.00%,59893,1012,813,200,0,0,0,59080
56,4.00%,0.00%,59080,1012,816,197,0,0,0,58265
57,4.00%,0.00%,58265,1012,818,194,0,0,0,57446
58,4.00%,0.00%,57446,1012,821,191,0,0,0,56625
59,4.00%,0.00%,56625,1012,824,189,0,0,0,55802
60,4.00%,0.00%,55802,1012,826,186,0,0,0,54975
61,4.00%,0.00%,54975,1012,829,183,0,0,0,54146
62,4.00%,0.00%,54146,1012,832,180,0,0,0,53314
63,4.00%,0.00%,53314,1012,835,178,0,0,0,52479
64,4.00%,0.00%,52479,1012,838,175,0,0,0,51642
65,4.00%,0.00%,51642,1012,840,172,0,0,0,50801
66,4.00%,0.00%,50801,1012,843,169,0,0,0,49958
67,4.00%,0.00%,49958,1012,846,167,0,0,0,49112
68,4.00%,0.00%,49112,1012,849,164,0,0,0,48264
69,4.00%,0.00%,48264,1012,852,161,0,0,0,47412
70,4.00%,0.00%,47412,1012,854,158,0,0,0,46558
71,4.00%,0.00%,46558,1012,857,155,0,0,0,45700
72,4.00%,0.00%,45700,1012,860,152,0,0,0,44840
73,4.00%,0.00%,44840,1012,863,149,0,0,0,43977
74,4.00%,0.00%,43977,1012,866,147,0,0,0,43111
75,4.00%,0.00%,43111,1012,869,144,0,0,0,42243
76,4.00%,0.00%,42243,1012,872,141,0,0,0,41371
77,4.00%,0.00%,41371,1012,875,138,0,0,0,40497
78,4.00%,0.00%,40497,1012,877,135,0,0,0,39619
79,4.00%,0.00%,39619,1012,880,132,0,0,0,38739
80,4.00%,0.00%,38739,1012,883,129,0,0,0,37855
81,4.00%,0.00%,37855,1012,886,126,0,0,0,36969
82,4.00%,0.00%,36969,1012,889,123,0,0,0,36080
83,4.00%,0.00%,36080,1012,892,120,0,0,0,35188
84,4.00%,0.00%,35188,1012,895,117,0,0,0,34293
85,4.00%,0.00%,34293,1012,898,114,0,0,0,33394
86,4.00%,0.00%,33394,1012,901,111,0,0,0,32493
87,4.00%,0.00%,32493,1012,904,108,0,0,0,31589
88,4.00%,0.00%,31589,1012,907,105,0,0,0,30682
89,4.00%,0.00%,30682,1012,910,102,0,0,0,29772
90,4.00%,0.00%,29772,1012,913,99,0,0,0,28859
91,4.00%,0.00%,28859,1012,916,96,0,0,0,27942
92,4.00%,0.00%,27942,1012,919,93,0,0,0,27023
93,4.00%,0.00%,27023,1012,922,90,0,0,0,26101
94,4.00%,0.00%,26101,1012,925,87,0,0,0,25175
95,4.00%,0.00%,25175,1012,929,84,0,0,0,24247
96,4.00%,0.00%,24247,1012,932,81,0,0,0,23315
97,4.00%,0.00%,23315,1012,935,78,0,0,0,22380
98,4.00%,0.00%,22380,1012,938,75,0,0,0,21442
99,4.00%,0.00%,21442,1012,941,71,0,0,0,20501
100,4.00%,0.00%,20501,1012,944,68,0,0,0,19557
101,4.00%,0.00%,19557,1012,947,65,0,0,0,18610
102,4.00%,0.00%,18610,1012,950,62,0,0,0,17660
103,4.00%,0.00%,17660,1012,954,59,0,0,0,16706
104,4.00%,0.00%,16706,1012,957,56,0,0,0,15749
105,4.00%,0.00%,15749,1012,960,52,0,0,0,14789
106,4.00%,0.00%,14789,1012,963,49,0,0,0,13826
107,4.00%,0.00%,13826,1012,966,46,0,0,0,12860
108,4.00%,0.00%,12860,1012,970,43,0,0,0,11890
109,4.00%,0.00%,11890,1012,973,40,0,0,0,10917
110,4.00%,0.00%,10917,1012,976,36,0,0,0,9941
111,4.00%,0.00%,9941,1012,979,33,0,0,0,8962
112,4.00%,0.00%,8962,1012,983,30,0,0,0,7979
113,4.00%,0.00%,7979,1012,986,27,0,0,0,6994
114,4.00%,0.00%,6994,1012,989,23,0,0,0,6004
115,4.00%,0.00%,6004,1012,992,20,0,0,0,5012
116,4.00%,0.00%,5012,1012,996,17,0,0,0,4016
117,4.00%,0.00%,4016,1012,999,13,0,0,0,3017
118,4.00%,0.00%,3017,1012,1002,10,0,0,0,2015
119,4.00%,0.00%,2015,1012,1006,7,0,0,0,1009
120,4.00%,0.00%,1009,1012,1009,3,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0
