חודש,ריבית,אינפלציה,קרן תחילת תקופה,תשלום חודשי,"ע""ח קרן","ע""ח ריבית",הצמדה לקרן,הצמדה לריבית,פרעון מוקדם,קרן סוף תקופה
85,4.40%,0.00%,74419,627,354,273,0,0,0,60506
86,4.40%,0.00%,74064,627,356,272,0,0,0,59968
87,4.40%,0.00%,73709,627,357,270,0,0,0,59428
88,4.40%,0.00%,73352,627,358,269,0,0,0,58886
89,4.40%,0.00%,72993,627,360,268,0,0,0,58343
90,4.40%,0.00%,72634,627,361,266,0,0,0,57797
91,4.40%,0.00%,72273,627,362,265,0,0,0,57250
92,4.40%,0.00%,71910,627,364,264,0,0,0,56700
93,4.40%,0.00%,71547,627,365,262,0,0,0,56149
94,4.40%,0.00%,71182,627,366,261,0,0,0,55596
95,4.40%,0.00%,70816,627,368,260,0,0,0,55041
96,4.40%,0.00%,70448,627,369,258,0,0,0,54483
97,4.40%,0.00%,70079,627,370,257,0,0,0,53924
98,4.40%,0.00%,69709,627,372,256,0,0,0,53363
99,4.40%,0.00%,69337,627,373,254,0,0,0,52800
100,4.40%,0.00%,68964,627,374,253,0,0,0,52235
101,4.40%,0.00%,68590,627,376,251,0,0,0,51669
102,4.40%,0.00%,68214,627,377,250,0,0,0,51100
103,4.40%,0.00%,67837,627,379,249,0,0,0,50529
104,4.40%,0.00%,67458,627,380,247,0,0,0,49956
105,4.40%,0.00%,67078,627,381,246,0,0,0,49381
106,4.40%,0.00%,66697,627,383,245,0,0,0,48804
107,4.40%,0.00%,66314,627,384,243,0,0,0,48225
108,4.40%,0.00%,65930,627,386,242,0,0,0,47644
109,4.40%,0.00%,65545,627,387,240,0,0,0,47061
110,4.40%,0.00%,65158,627,388,239,0,0,0,46476
111,4.40%,0.00%,64769,627,390,237,0,0,0,45889
112,4.40%,0.00%,64380,627,391,236,0,0,0,45300
113,4.40%,0.00%,63988,627,393,235,0,0,0,44709
114,4.40%,0.00%,63596,627,394,233,0,0,0,44115
115,4.40%,0.00%,63202,627,396,232,0,0,0,43520
116,4.40%,0.00%,62806,627,397,230,0,0,0,42923
117,4.40%,0.00%,62409,627,398,229,0,0,0,42323
118,4.40%,0.00%,62011,627,400,227,0,0,0,41721
119,4.40%,0.00%,61611,627,401,226,0,0,0,41118
120,4.40%,0.00%,61210,627,403,224,0,0,0,40512
121,4.40%,0.00%,60807,627,404,223,0,0,0,39904
122,4.40%,0.00%,60402,627,406,221,0,0,0,39294
123,4.40%,0.00%,59997,627,407,220,0,0,0,38682
124,4.40%,0.00%,59589,627,409,218,0,0,0,38067
125,4.40%,0.00%,59181,627,410,217,0,0,0,37451
126,4.40%,0.00%,58770,627,412,215,0,0,0,36832
127,4.40%,0.00%,58359,627,413,214,0,0,0,36211
128,4.40%,0.00%,57945,627,415,212,0,0,0,35588
129,4.40%,0.00%,57530,627,416,211,0,0,0,34963
130,4.40%,0.00%,57114,627,418,209,0,0,0,34336
131,4.40%,0.00%,56696,627,419,208,0,0,0,33706
132,4.40%,0.00%,56277,627,421,206,0,0,0,33074
133,4.40%,0.00%,55856,627,422,205,0,0,0,32440
134,4.40%,0.00%,55434,627,424,203,0,0,0,31804
135,4.40%,0.00%,55010,627,426,202,0,0,0,31166
136,4.40%,0.00%,54584,627,427,200,0,0,0,30525
137,4.40%,0.00%,54157,627,429,199,0,0,0,29882
138,4.40%,0.00%,53728,627,430,197,0,0,0,29237
139,4.40%,0.00%,53298,627,432,195,0,0,0,28590
140,4.40%,0.00%,52866,627,433,194,0,0,0,27940
141,4.40%,0.00%,52433,627,435,192,0,0,0,27288
142,4.40%,0.00%,51998,627,437,191,0,0,0,26634
143,4.40%,0.00%,51561,627,438,189,0,0,0,25977
144,4.40%,0.00%,51123,627,440,187,0,0,0,25318
145,4.40%,0.00%,50683,627,441,186,0,0,0,24657
146,4.40%,0.00%,50242,627,443,184,0,0,0,23994
147,4.40%,0.00%,49799,627,445,183,0,0,0,23328
148,4.40%,0.00%,49354,627,446,181,0,0,0,22660
149,4.40%,0.00%,48908,627,448,179,0,0,0,21989
150,4.40%,0.00%,48460,627,450,178,0,0,0,21317
151,4.40%,0.00%,48010,627,451,176,0,0,0,20641
152,4.40%,0.00%,47559,627,453,174,0,0,0,19964
153,4.40%,0.00%,47106,627,455,173,0,0,0,19284
154,4.40%,0.00%,46651,627,456,171,0,0,0,18602
155,4.40%,0.00%,46195,627,458,169,0,0,0,17917
156,4.40%,0.00%,45737,627,460,168,0,0,0,17230
157,4.40%,0.00%,45278,627,461,166,0,0,0,16541
158,4.40%,0.00%,44816,627,463,164,0,0,0,15849
159,4.40%,0.00%,44354,627,465,163,0,0,0,15155
160,4.40%,0.00%,43889,627,466,161,0,0,0,14458
161,4.40%,0.00%,43423,627,468,159,0,0,0,13759
162,4.40%,0.00%,42955,627,470,157,0,0,0,13057
163,4.40%,0.00%,42485,627,471,156,0,0,0,12353
164,4.40%,0.00%,42013,627,473,154,0,0,0,11646
165,4.40%,0.00%,41540,627,475,152,0,0,0,10938
166,4.40%,0.00%,41065,627,477,151,0,0,0,10226
167,4.40%,0.00%,40588,627,478,149,0,0,0,9512
168,4.40%,0.00%,40110,627,480,147,0,0,0,8796
169,4.40%,0.00%,39630,627,482,145,0,0,0,8077
170,4.40%,0.00%,39148,627,484,144,0,0,0,7355
171,4.40%,0.00%,38664,627,485,142,0,0,0,6631
172,4.40%,0.00%,38179,627,487,140,0,0,0,5905
173,4.40%,0.00%,37691,627,489,138,0,0,0,5176
174,4.40%,0.00%,37202,627,491,136,0,0,0,4444
175,4.40%,0.00%,36711,627,493,135,0,0,0,3710
176,4.40%,0.00%,36219,627,494,133,0,0,0,2973
177,4.40%,0.00%,35724,627,496,131,0,0,0,2234
178,4.40%,0.00%,35228,627,498,129,0,0,0,1492
179,4.40%,0.00%,34730,627,500,127,0,0,0,747
180,4.40%,0.00%,34230,627,502,126,0,0,0,0
181,4.40%,0.00%,33728,627,504,124,0,0,0,0
182,4.40%,0.00%,33225,627,505,122,0,0,0,nan
183,4.40%,0.00%,32719,627,507,120,0,0,0,nan
184,4.40%,0.00%,32212,627,509,118,0,0,0,nan
185,4.40%,0.00%,31703,627,511,116,0,0,0,nan
186,4.40%,0.00%,31192,627,513,114,0,0,0,nan
187,4.40%,0.00%,30679,627,515,112,0,0,0,nan
188,4.40%,0.00%,30164,627,517,111,0,0,0,nan
189,4.40%,0.00%,29647,627,519,109,0,0,0,nan
190,4.40%,0.00%,29129,627,520,107,0,0,0,nan
191,4.40%,0.00%,28608,627,522,105,0,0,0,nan
192,4.40%,0.00%,28086,627,524,103,0,0,0,nan
193,4.40%,0.00%,27562,627,526,101,0,0,0,nan
194,4.40%,0.00%,27036,627,528,99,0,0,0,nan
195,4.40%,0.00%,26507,627,530,97,0,0,0,nan
196,4.40%,0.00%,25977,627,532,95,0,0,0,nan
197,4.40%,0.00%,25445,627,534,93,0,0,0,nan
198,4.40%,0.00%,24911,627,536,91,0,0,0,nan
199,4.40%,0.00%,24375,627,538,89,0,0,0,nan
200,4.40%,0.00%,23838,627,540,87,0,0,0,nan
201,4.40%,0.00%,23298,627,542,85,0,0,0,nan
202,4.40%,0.00%,22756,627,544,83,0,0,0,nan
203,4.40%,0.00%,22212,627,546,81,0,0,0,nan
204,4.40%,0.00%,21666,627,548,79,0,0,0,nan
205,4.40%,0.00%,21118,627,550,77,0,0,0,nan
206,4.40%,0.00%,20569,627,552,75,0,0,0,nan
207,4.40%,0.00%,20017,627,554,73,0,0,0,nan
208,4.40%,0.00%,19463,627,556,71,0,0,0,nan
209,4.40%,0.00%,18907,627,558,69,0,0,0,nan
210,4.40%,0.00%,18349,627,560,67,0,0,0,nan
211,4.40%,0.00%,17789,627,562,65,0,0,0,nan
212,4.40%,0.00%,17227,627,564,63,0,0,0,nan
213,4.40%,0.00%,16663,627,566,61,0,0,0,nan
214,4.40%,0.00%,16097,627,568,59,0,0,0,nan
215,4.40%,0.00%,15528,627,570,57,0,0,0,nan
216,4.40%,0.00%,14958,627,572,55,0,0,0,nan
217,4.40%,0.00%,14386,627,575,53,0,0,0,nan
218,4.40%,0.00%,13811,627,577,51,0,0,0,nan
219,4.40%,0.00%,13235,627,579,49,0,0,0,nan
220,4.40%,0.00%,12656,627,581,46,0,0,0,nan
221,4.40%,0.00%,12075,627,583,44,0,0,0,nan
222,4.40%,0.00%,11492,627,585,42,0,0,0,nan
223,4.40%,0.00%,10907,627,587,40,0,0,0,nan
224,4.40%,0.00%,10320,627,589,38,0,0,0,nan
225,4.40%,0.00%,9730,627,592,36,0,0,0,nan
226,4.40%,0.00%,9139,627,594,34,0,0,0,nan
227,4.40%,0.00%,8545,627,596,31,0,0,0,nan
228,4.40%,0.00%,7949,627,598,29,0,0,0,nan
229,4.40%,0.00%,7351,627,600,27,0,0,0,nan
230,4.40%,0.00%,6750,627,603,25,0,0,0,nan
231,4.40%,0.00%,6148,627,605,23,0,0,0,nan
232,4.40%,0.00%,5543,627,607,20,0,0,0,nan
233,4.40%,0.00%,4936,627,609,18,0,0,0,nan
234,4.40%,0.00%,4327,627,611,16,0,0,0,nan
235,4.40%,0.00%,3716,627,614,14,0,0,0,nan
236,4.40%,0.00%,3102,627,616,11,0,0,0,nan
237,4.40%,0.00%,2486,627,618,9,0,0,0,nan
238,4.40%,0.00%,1868,627,620,7,0,0,0,nan
239,4.40%,0.00%,1248,627,623,5,0,0,0,nan
240,4.40%,0.00%,625,627,625,2,0,0,0,nan
241,0,0,0,0,0,0,0,0,0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
